1.814723686,1.162182308
1.905791937,1.794284541
1.126986816,1.311215042
1.913375856,1.528533136
1.632359246,1.165648729
1.097540405,1.601981941
1.278498219,1.262971285
1.546881519,1.654079098
1.957506835,1.689214503
1.964888535,1.748151593
1.157613082,1.450541599
1.970592782,1.083821378
1.957166948,1.228976969
1.485375649,1.913337362
1.800280469,1.152378019
1.141886339,1.825816977
1.421761283,1.538342435
1.915735525,1.996134717
1.79220733,1.078175529
1.959492426,1.44267827
1.655740699,1.10665277
1.035711679,1.961898081
1.849129306,1.004634224
1.933993248,1.774910465
1.678735155,1.817303221
1.757740131,1.868694705
1.743132468,1.084435846
1.39222702,1.399782649
1.65547789,1.259870403
1.171186688,1.80006848
1.706046088,1.431413827
1.031832846,1.910647594
1.276922985,1.181847028
1.046171391,1.263802917
1.097131781,1.14553898
1.823457828,1.136068559
1.694828623,1.869292208
1.31709948,1.579704587
1.950222049,1.549860202
1.034446081,1.144954798
1.43874436,1.853031118
1.381558457,1.622055131
1.765516788,1.350952381
1.795199901,1.51324954
1.186872605,1.401808034
1.489764396,1.075966692
1.445586201,1.239916154
1.64631301,1.123318935
1.709364831,1.183907788
1.754686682,1.239952526
1.276025077,1.417267069
1.679702677,1.04965443
1.655098004,1.90271611
1.162611735,1.94478719
1.118997682,1.490864092
1.498364052,1.489252638
1.959743959,1.33771941
1.340385727,1.900053846
1.585267751,1.369246781
1.223811939,1.111202755
1.751267059,1.780252068
1.255095115,1.389738837
1.505957052,1.241691286
1.699076723,1.403912146
1.890903253,1.096454525
1.959291425,1.131973293
1.54721553,1.942050591
1.138624443,1.95613454
1.149294006,1.575208595
1.257508254,1.059779543
1.840717256,1.234779913
1.254282179,1.353158571
1.814284826,1.82119404
1.243524969,1.015403438
1.929263623,1.043023802
1.349983766,1.168990029
1.19659525,1.649115475
1.251083858,1.731722386
1.616044676,1.647745963
1.473288849,1.450923706
1.351659507,1.547008892
1.830828628,1.296320806
1.585264091,1.744692807
1.549723608,1.188955015
1.917193664,1.686775433
1.285839019,1.183511156
1.757200229,1.368484596
1.753729094,1.625618561
1.380445847,1.780227435
1.567821641,1.081125769
1.07585429,1.929385971
1.053950119,1.775712679
1.530797553,1.486791632
1.77916723,1.435858589
1.934010684,1.446783749
1.129906208,1.306349472
1.568823661,1.508508655
1.469390641,1.510771564
1.01190207,1.817627708
1.337122644,1.794831417
0.65431813,0.069618868
0.388609383,0.691971904
0.821580458,0.052431138
0.542825589,0.081445465
0.360727104,0.531649842
0.949001562,0.106730026
0.885942811,0.828148554
0.560156343,0.827547092
0.632475086,0.732439592
0.597044705,0.159865442
0.217742293,0.669605253
0.31124633,0.528594943
0.480923349,0.982974555
0.24048816,0.658991493
0.854308793,0.810330575
0.20476429,0.463797709
0.235921781,0.442391504
0.180708047,0.835313795
0.237664298,0.093469815
0.445698684,0.143171008
0.321102287,0.183388613
0.933379642,0.400937802
0.440207391,0.841379743
0.19481632,0.813364392
0.914880969,0.070471179
0.989748378,0.409257771
0.448869973,0.536875831
0.121119223,0.426799468
0.268064696,0.666859891
0.418719846,0.637973359
0.604896074,0.30198408
0.272211748,0.44165117
0.612843089,0.025487126
0.72121578,0.994063724
0.231746734,0.17716841
0.127417651,0.116216345
0.306675873,0.38240974
0.328778302,0.208118403
0.43416676,0.499687638
0.517858285,0.349493413
0.095515797,0.961630465
0.272482235,0.93033204
0.811014623,0.062676998
0.039220278,0.747858096
0.938854139,0.279119426
0.740330863,0.432835615
0.498608974,0.557870901
0.588525061,0.952736984
0.24728358,0.427744104
0.468848828,0.993052466
0.973088539,0.311454949
0.556805719,0.711098756
0.531135831,0.676338852
0.241594387,0.549126465
0.498897744,0.70810552
0.634060088,0.676527913
0.689135541,0.188132454
0.405515216,0.1380144
0.377436649,1.009080395
0.997982003,0.181121066
0.047738866,0.042600821
0.895168008,0.571199793
0.923286828,0.8918665
0.806183874,0.679175305
0.108712279,0.200433267
0.271871184,0.378916546
0.34535684,0.470725937
0.689727951,0.991637951
0.146553137,0.166404952
0.731227499,0.865522806
0.116761862,0.654764537
0.663757349,0.38627221
0.504173937,0.200923695
0.789051723,0.438252993
0.725037078,0.492022061
0.913720561,0.130611613
0.900922504,0.599507485
0.344163053,0.23618768
0.708745832,0.394619124
0.207809827,0.592986383
0.040540946,0.261806122
0.75407426,0.300440664
0.510022436,0.627090884
0.489922141,0.27528091
0.914722238,0.834376267
0.619866648,0.9926634
0.62766639,0.740248792
0.869442306,0.353877004
0.815489425,0.594069333
0.586721516,0.117769015
0.192922469,0.916308151
0.249932011,0.889653724
0.896511933,0.827760559
0.038674152,0.270727999
0.499901389,0.604356251
0.177927146,0.032512593
0.98868065,0.43525932
0.722694472,0.322718887
0.510471624,0.171484744
0.481088375,0.188766187
-0.577114311,-0.417750835
-0.905770661,-0.459260663
-0.401476331,-0.130058968
-0.529075744,-0.735220974
-0.304050687,-0.681925925
-0.30011215,-0.880785459
-0.361469242,-0.06017053
-0.966396164,-0.354448125
-0.931193901,-0.520536775
-0.680400265,-0.360683039
-0.469135719,-0.455283889
-0.345554292,-0.35268852
-0.592380803,-0.456114066
-0.180018777,-0.278953379
-0.281641057,-0.477504694
-0.03135067,-0.006295376
-0.468666093,-0.781323368
-0.674854318,-0.894201727
-0.894370797,-0.890302535
-0.389041341,-0.936408629
-0.221197758,-0.595420004
-0.576547081,-0.551627088
-0.909176714,-0.634183823
-0.733528509,-0.236495359
-0.846343282,-0.37210362
-0.718994697,-0.228019614
-0.559914861,-0.06714643
-0.472857258,-0.027259146
-0.542575634,-0.807971651
-0.124628401,-0.861125797
-0.481947892,-0.303733663
-0.056377375,-0.906179973
-0.362290902,-0.474595596
-0.04230606,-0.469655782
-0.759292965,-0.138860189
-0.323877696,-0.515146666
-0.710935428,-0.606543639
-0.328191835,-0.32856886
-0.3048595,-0.258742057
-0.932007232,-0.479947533
-0.745209843,-0.652287329
-0.775959969,-0.850002746
-0.332167273,-0.413907933
-0.155607843,-0.737854682
-0.655537589,-0.955545908
-0.219480347,-0.245066733
-0.324667934,-0.757214642
-0.993284686,-0.557597687
-0.397829512,-0.312203915
-0.613228805,-0.64077179
-0.084008756,-0.263659926
-0.998848943,-0.605292525
-0.537550841,-0.316584133
-0.57565096,-0.29595257
-0.539083634,-0.557694587
-0.229840271,-0.980422376
-0.677528193,-0.66914212
-0.215260705,-0.575690503
-0.528642846,-0.729729577
-0.964237267,-0.802946202
-0.824125584,-0.178278815
-0.278241967,-0.570078591
-0.526514007,-0.112229046
-0.8472788,-0.608817005
-0.658875393,-0.230885613
-0.392610786,-0.603208483
-0.808254745,-0.191485904
-0.26157316,-0.244922901
-0.757150402,-0.622604455
-0.082575658,-0.783981084
-0.730938413,-0.209592782
-0.234499983,-0.050696088
-0.811338023,-0.672434566
-0.712501827,-0.32873563
-0.908886536,-0.561355017
-0.423790619,-0.166499404
-0.316636757,-0.231145748
-0.453406885,-0.832746455
-0.574271158,-0.138019521
-0.355557219,-0.010127846
-0.35238237,-0.485576543
-0.320983246,-0.115718977
-0.364213289,-0.411973945
-0.054825887,-0.845247651
-0.791065078,-0.800137177
-0.290718297,-0.593045163
-0.763769423,-0.251294282
-0.880603752,-0.174416184
-0.392696059,-0.21003697
-0.549862303,-0.681475755
-0.541274506,-0.465935873
-0.338055248,-0.910049321
-0.229714485,-0.888294256
-0.649781987,-0.863707451
-0.337990402,-0.321347695
-0.58384141,-0.504822981
-0.158070847,-0.810289594
-0.167083181,-0.504994175
-0.743559008,-0.852391778
-0.386539263,-0.945025853
